"SUID","ActivitySummary128Min","ActivitySummary16Min","ActivitySummary2Min","ActivitySummary32Min","ActivitySummary4Min","ActivitySummary64Min","ActivitySummary8Min","FirstActive","Gene","HeatMapBg1","HeatMapBg2","HeatMapBg3","HeatMapBg4","HeatMapBg5","HeatMapBg6","InsigPeptide10Log2FC","InsigPeptide1Log2FC","InsigPeptide2Log2FC","InsigPeptide3Log2FC","InsigPeptide4Log2FC","InsigPeptide5Log2FC","InsigPeptide6Log2FC","InsigPeptide7Log2FC","InsigPeptide8Log2FC","InsigPeptide9Log2FC","name","NodeType","Protein","ReferenceEGFR","selected","shared name","SigPeptide1Log2FC","SigPeptide2Log2FC","SigPeptide3Log2FC","SigPeptide4Log2FC","SigPeptide5Log2FC","SigPeptide6Log2FC"
"350",,,,,,,,"2","CAMKK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"KKCC1_HUMAN","Steiner","Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)","false","false","KKCC1_HUMAN",,,,,,
"351",,,,,,,,"2","CCDC53","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CCD53_HUMAN","Steiner","WASH complex subunit CCDC53 (Coiled-coil domain-containing protein 53)","false","false","CCD53_HUMAN",,,,,,
"352",,,,,,,,"2","KNTC2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"A8K031_HUMAN","Steiner","Kinetochore associated 2, isoform CRA_a (cDNA FLJ77925, highly similar to Homo sapiens kinetochore associated 2, mRNA) (cDNA, FLJ93683, Homo sapiens kinetochore associated 2 (KNTC2), mRNA)","false","false","A8K031_HUMAN",,,,,,
"353","1","0","0","0","0","0","0","128","PSME3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PSME3_HUMAN","SigPrize","Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)","false","false","PSME3_HUMAN","0.0|-0.342368|-0.235314|-0.26103|0.279305|0.663389|0.926227|1.758479",,,,,
"354","0","-1","1","0","-1","0","0","2","EPB41","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.525056|0.405297|0.060709|0.327423|0.391981|0.128159|-0.053423",,,,,,,,,"41_HUMAN","SigPrize","Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1)","false","false","41_HUMAN","0.0|0.36918|-0.088325|-0.493456|-0.706793|-0.478621|-0.351797|-0.460713",,,,,
"355","0","0","-1","0","0","0","0","2","TJP2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.238501|-0.075315|0.083529|-0.090744|-0.14545|0.155186|0.326442","0.0|-0.432572|-0.19376|-0.28079|0.110115|0.185558|-0.080863|0.315547",,,,,,,,"ZO2_HUMAN","SigPrize","Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2)","false","false","ZO2_HUMAN","0.0|-0.713484|-0.652441|-0.60029|-0.287553|-0.215736|-0.258604|-0.30494",,,,,
"356",,,,,,,,"2","ZNF638","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.164693|-0.627686|-0.418836|-0.048477|-0.139624|-0.41127|-0.50538",,,,,,,,,"ZN638_HUMAN","InsigPrize","Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein)","false","false","ZN638_HUMAN",,,,,,
"357","0","0","0","-1","0","-1","-1","8","ZC3H18","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.008936|-0.666203|-0.441188|-0.665728|-0.285154|-0.24008|0.266662",,,,,,,,,"ZCH18_HUMAN","SigPrize","Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1)","false","false","ZCH18_HUMAN","0.0|-0.165304|0.366646|-0.501401|-0.381584|-0.614526|-0.990532|-0.645708",,,,,
"358",,,,,,,,"2","YAP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.177611|-0.128002|-0.2019|-0.219651|0.046313|-0.253414|0.277169","0.0|-0.59417|-0.817317|-0.848875|-0.385706|-0.362127|-0.365019|-0.60846","0.0|-0.20518|0.279471|-0.359765|0.002091|0.073378|0.250025|0.165029","0.0|0.070403|-0.361436|-0.077968|-0.680332|-0.417239|-0.41169|-0.136193",,,,,,"YAP1_HUMAN","InsigPrize","Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)","false","false","YAP1_HUMAN",,,,,,
"359",,,,,,,,"2","WNK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.010977|-0.447122|-0.224879|-0.152103|-0.2632|-0.27175|0.043588","0.0|-0.421873|-0.439331|0.078307|0.105845|0.23679|0.108812|-0.361897",,,,,,,,"WNK1_HUMAN","InsigPrize","Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)","true","false","WNK1_HUMAN",,,,,,
"360","0","0","1","0","-1","0","0","2","TUBA1A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"TBA1A_HUMAN","SigPrize","Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain)","false","false","TBA1A_HUMAN","0.0|0.943767|0.551533|0.556133|0.374449|0.454744|0.242262|-0.031471",,,,,
"361","-1","-1","0","-1","0","-1","-1","8","SRRM2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.175661|0.251936|0.070949|-0.224597|0.015411|-0.103475|0.049112","0.0|0.07758|-0.3828|-0.158168|-0.036955|0.007746|0.010789|-0.081044","0.0|-0.343318|-0.794761|-0.147155|-0.945365|-0.841635|-0.723623|-1.296469","0.0|-0.41518|-0.344975|-0.178091|-0.497017|-0.296073|-0.44629|-0.657579","0.0|0.369717|-0.507051|0.310432|-0.142008|-0.179817|-0.009248|-0.355288","0.0|-0.439742|-0.629661|-0.568824|-0.268157|-0.435492|-0.158955|-0.125387","0.0|-0.160093|0.169483|0.01883|-0.264274|0.017007|0.301681|0.264368","0.0|0.531264|0.744319|0.290434|0.241224|0.030685|0.181081|-0.125524","0.0|-0.493919|-0.156721|-0.348089|-0.249969|-0.297015|-0.096274|-0.15744","SRRM2_HUMAN","SigPrize","Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)","false","false","SRRM2_HUMAN","0.0|-0.263639|-0.064665|-0.240529|-0.269522|-0.346257|-0.485796|-0.705623","0.0|0.200947|-0.630022|-1.268994|-1.77904|-1.90497|-1.534653|-1.558767",,,,
"362","0","0","0","0","-1","0","0","4","SRRM1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.055263|-0.303373|0.12659|-0.516473|-0.22319|-0.002873|0.195598","0.0|-0.238219|-0.320404|-0.043042|-0.636285|-0.284967|-0.393787|-0.464331","0.0|0.411246|0.187272|0.499837|0.136153|-0.242775|-0.171564|-0.222796","0.0|0.041575|0.05048|-0.119421|-0.07821|0.167909|-0.05523|-0.223583","0.0|0.200907|-0.016801|0.008435|0.016983|-0.054693|0.121947|-0.012624",,,,,"SRRM1_HUMAN","SigPrize","Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein)","false","false","SRRM1_HUMAN","0.0|-0.055473|-0.736617|-0.554125|-0.325954|-0.140111|-0.179381|0.037246",,,,,
"363",,,,,,,,"2","NCKIPSD","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.141424|-0.641046|-0.273791|-0.41427|-0.550996|-0.05627|-0.13874",,,,,,,,,"SPN90_HUMAN","InsigPrize","NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein)","false","false","SPN90_HUMAN",,,,,,
"364",,,,,,,,"2","PRPF4B","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.747761|-0.373194|-0.714276|-0.685674|-0.418243|-0.073887|0.206391","0.0|-1.015377|-0.612709|-0.866322|-1.072662|-0.621|-0.237471|-0.542879","0.0|5.07E-4|-0.270519|-0.019277|0.044582|0.099664|0.276065|0.223454","0.0|0.078066|0.140512|0.180572|-0.075216|-0.228866|0.185789|0.239501",,,,,,"PRP4B_HUMAN","InsigPrize","Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog)","false","false","PRP4B_HUMAN",,,,,,
"365",,,,,,,,"2","PPP1R3D","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.348433|0.717696|0.803618|0.207257|0.366701|0.578549|-0.227049","0.0|-0.137755|0.226436|-0.056907|0.026636|-0.015527|-0.035108|-0.067373",,,,,,,,"PPR3D_HUMAN","InsigPrize","Protein phosphatase 1 regulatory subunit 3D (Protein phosphatase 1 regulatory subunit 6) (PP1 subunit R6) (Protein phosphatase 1-binding subunit R6)","false","false","PPR3D_HUMAN",,,,,,
"366",,,,,,,,"2","PPIG","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.084236|0.203884|0.209447|-0.160484|0.203354|-0.162543|0.168762",,,,,,,,,"PPIG_HUMAN","InsigPrize","Peptidyl-prolyl cis-trans isomerase G (PPIase G) (Peptidyl-prolyl isomerase G) (EC 5.2.1.8) (CASP10) (Clk-associating RS-cyclophilin) (CARS-Cyp) (CARS-cyclophilin) (SR-cyclophilin) (SR-cyp) (SRcyp) (Cyclophilin G) (Rotamase G)","false","false","PPIG_HUMAN",,,,,,
"367","0","-1","-1","0","0","0","0","2","PARD3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.559191|-0.505933|-0.182247|-0.252569|-0.049802|0.330843|0.359494","0.0|-0.815428|-0.634119|-0.427119|-0.331303|-0.073239|0.099869|0.210008","0.0|-0.492852|-0.532397|-0.536534|-0.483798|-0.403656|-0.354638|0.126221",,,,,,,"PARD3_HUMAN","SigPrize","Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha)","false","false","PARD3_HUMAN","0.0|-0.586986|-0.559387|-0.510244|-0.592794|-0.292557|-0.116098|0.118019",,,,,
"368","0","0","0","0","0","0","-1","8","PANK2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.015696|-0.045185|-0.192013|-0.122522|-0.364718|-0.230426|-0.787017",,,,,,,,,"PANK2_HUMAN","SigPrize","Pantothenate kinase 2, mitochondrial (hPanK2) (EC 2.7.1.33) (Pantothenic acid kinase 2)","false","false","PANK2_HUMAN","0.0|-0.196893|-0.119916|-0.401466|-0.108564|-0.018335|0.083321|0.203012",,,,,
"369",,,,,,,,"2","NELFE","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.236315|0.744145|1.164221|1.008824|0.831702|0.83262|1.096002",,,,,,,,,"NELFE_HUMAN","InsigPrize","Negative elongation factor E (NELF-E) (RNA-binding protein RD)","false","false","NELFE_HUMAN",,,,,,
"370",,,,,,,,"2","MARK2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.230011|-0.883504|-0.47458|-0.080655|-0.11945|-0.276348|-0.313329",,,,,,,,,"MARK2_HUMAN","InsigPrize","Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b)","false","false","MARK2_HUMAN",,,,,,
"371","0","0","1","0","0","0","-1","2","LSR","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"LSR_HUMAN","SigPrize","Lipolysis-stimulated lipoprotein receptor","false","false","LSR_HUMAN","0.0|0.779014|0.678808|0.101609|0.024079|-0.201095|0.214694|0.006785",,,,,
"372",,,,,,,,"2","LARP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.910327|0.478437|1.020884|0.137929|0.352058|0.304602|-0.372319","0.0|-0.338352|-0.854998|-0.675398|-0.397044|-0.447781|-0.494502|-0.581805","0.0|0.289489|-0.885929|0.034435|0.04936|1.015284|0.761237|0.612662","0.0|-0.409517|-0.053952|-0.515669|-0.156239|-0.056009|0.001644|0.1449","0.0|-0.760953|-0.23255|-0.152885|-0.017189|0.024151|-0.132361|-0.07085",,,,,"LARP1_HUMAN","InsigPrize","La-related protein 1 (La ribonucleoprotein domain family member 1)","false","false","LARP1_HUMAN",,,,,,
"373",,,,,,,,"2","KLC4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.752941|-0.50857|-0.503263|-0.119294|-0.164985|-0.16071|0.139361",,,,,,,,,"KLC4_HUMAN","InsigPrize","Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8)","false","false","KLC4_HUMAN",,,,,,
"374","0","0","-1","0","0","0","-1","2","GSK3A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.828604|-0.648803|-1.051833|-0.406698|-0.04486|-0.314803|-0.709189","0.0|-0.621764|-0.467159|-0.580445|-0.527537|-0.278379|-0.218249|0.529065","0.0|0.201792|0.136611|-0.07456|0.321029|0.33804|0.438684|0.452993",,,,,,,"GSK3A_HUMAN","SigPrize","Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1)","false","false","GSK3A_HUMAN","0.0|-0.417661|-0.353533|-0.457513|-0.33182|-0.233764|-0.060409|0.135996",,,,,
"375",,,,,,,,"2","EPB41L2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.192702|0.006229|0.535698|-0.334302|-0.060293|-0.108562|-0.269232","0.0|0.518313|0.526061|-0.285038|-0.171336|0.006172|0.224642|0.002143",,,,,,,,"E41L2_HUMAN","InsigPrize","Band 4.1-like protein 2 (Generally expressed protein 4.1) (4.1G)","false","false","E41L2_HUMAN",,,,,,
"376","0","0","0","0","-1","0","0","4","CLASP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.224926|0.710116|0.599344|0.473849|0.611819|0.523484|0.226886",,,,,,,,,"CLAP1_HUMAN","SigPrize","CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1) (Multiple asters homolog 1) (Protein Orbit homolog 1) (hOrbit1)","false","false","CLAP1_HUMAN","0.0|-0.269089|-0.971249|-0.466715|-0.637676|-0.551884|-0.598924|-0.34547",,,,,
"377","0","0","0","0","-1","1","0","4","BCLAF1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.736694|0.161934|-1.078517|-0.294154|-0.305833|-0.190701|-0.422875","0.0|-0.298316|-0.82629|-0.213698|-0.483199|-0.348451|-0.420282|0.05241","0.0|-0.113321|-0.092695|-0.197459|-0.269883|-0.323433|-0.142533|-0.224527","0.0|2.39E-4|0.710884|0.236018|0.016031|0.25403|0.377944|0.175099",,,,,,"BCLF1_HUMAN","SigPrize","Bcl-2-associated transcription factor 1 (Btf)","false","false","BCLF1_HUMAN","0.0|-0.268716|-0.213621|-0.123109|-0.21374|-0.169376|0.149033|0.07135","0.0|-0.580252|-0.835807|-0.370352|-0.548272|-0.243258|-0.210208|-0.277462",,,,
"378","0","0","0","1","0","1","0","32","ARHGEF7","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ARHG7_HUMAN","SigPrize","Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)","true","false","ARHG7_HUMAN","0.0|0.23797|0.558226|1.317028|1.135342|1.813743|1.956297|1.754766",,,,,
"379","0","0","1","0","0","0","0","2","ANKS1A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ANS1A_HUMAN","SigPrize","Ankyrin repeat and SAM domain-containing protein 1A (Odin)","false","false","ANS1A_HUMAN","0.0|0.927974|0.865435|0.507533|0.171576|0.354468|0.347339|0.376281",,,,,
"380","0","0","1","0","-1","0","0","2","MLLT4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.016411|0.254056|0.085351|-0.005525|0.143683|0.290858|0.245913",,,,,,,,,"AFAD_HUMAN","SigPrize","Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6)","false","false","AFAD_HUMAN","0.0|1.004995|0.151824|-0.161956|-0.262066|-0.192435|-0.088568|0.091576",,,,,
"381","0","0","0","1","0","1","0","32","ACIN1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.596111|-0.42844|-0.485413|-0.593861|-0.524815|-0.145734|-0.255106","0.0|0.400316|0.051705|0.094822|0.013642|-0.514219|-0.478116|-0.468788","0.0|0.105629|0.017542|-0.011|0.060134|-0.0356|0.073922|-0.41537",,,,,,,"ACINU_HUMAN","SigPrize","Apoptotic chromatin condensation inducer in the nucleus (Acinus)","false","false","ACINU_HUMAN","0.0|-0.400813|-0.683841|-0.508885|0.396514|1.403172|1.665444|1.565712",,,,,
"382",,,,,,,,"2","YWHAG","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"1433G_HUMAN","Steiner","14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]","false","false","1433G_HUMAN",,,,,,
